kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_kepmag
3838486,K00808.01,,FALSE POSITIVE,0,0,0,1,1,2.99025443,171.9834,0,,0.014,5.414,,589.2,0.021279,0.17407,LS+MCMC,1.7,0.0367,89.81,918,168.45,4.349,4667,4.578,0.1,0.731,0.737,,15.842
3935914,K00809.01,Kepler-686 b,CONFIRMED,1,0,0,0,0,1.594745374,170.6483505,0,,0.514,1.9604,,15044.5,0.115879,1.77544,LS+MCMC,11.3,0.0258,85.25,1539,1329.42,6.203,5934,4.491,-0.38,0.893,0.901,,15.53
3940418,K00810.01,Kepler-1728 b,CONFIRMED,1,0,0,0,0,4.783002698,170.508434,0,,0.003,2.335,,1008.7,0.028315,3.45234,LS+MCMC,2.5,0.0535,89.99,886,145.48,16.102,5170,4.574,0.18,0.807,0.891,,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,1,0,0,0,0,20.50588921,181.43428,0,,0.26,4.0595,,2105.5,0.041039,2.64998,LS+MCMC,3.41,0.1326,89.62,518,17.06,38.91,4905,4.544,-0.04,0.761,0.739,,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,1,0,0,0,0,3.340218842,171.979062,0,,0.466,1.9104,,1632.6,0.037683,3.23586,LS+MCMC,2.03,0.0348,87.85,656,43.73,12.4,3950,4.754,-0.46,0.493,0.502,,15.954
4139816,K00812.02,Kepler-235 d,CONFIRMED,1,0,0,0,0,20.06036336,147.46554,0,,0.556,3.3203,,1494.7,0.036455,3.09445,LS+MCMC,1.96,0.115,89.21,361,4,40.4,3950,4.754,-0.46,0.493,0.502,,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,1,0,0,0,0,46.1842039,165.23729,0,,0.013,4.758,,1394.7,0.033974,3.99779,LS+MCMC,1.83,0.2005,89.99,273,1.32,76.67,3950,4.754,-0.46,0.493,0.502,,15.954
7366258,K00880.02,Kepler-82 c,CONFIRMED,0.983,0,0,0,0,51.53997972,174.055011,0,,0.183,6.3994,,3644.3,0.05435,1.85679,LS+MCMC,5.51,0.2632,89.84,450,9.67,63.88,5427,4.463,0.16,0.929,0.915,,15.158
7366258,K00880.03,Kepler-82 e,CONFIRMED,1,0,0,0,0,5.902245782,136.78393,0,,0.209,2.9003,,702.3,0.023909,2.05923,LS+MCMC,2.43,0.0621,89.23,926,173.74,15.59,5427,4.463,0.16,0.929,0.915,,15.158
7366258,K00880.04,Kepler-82 d,CONFIRMED,1,0,0,0,0,2.382951591,135.080841,0,,0.479,1.8876,,391.6,0.018369,2.19197,LS+MCMC,1.86,0.0339,86.85,1253,583.01,8.7,5427,4.463,0.16,0.929,0.915,,15.158
7373451,K00881.01,Kepler-712 b,CONFIRMED,1,0,0,0,0,21.02250608,207.67593,0,,0.036,4.1072,,1772.5,0.037466,2.85327,LS+MCMC,3.07,0.1378,89.95,521,17.48,40.546,5067,4.585,-0.08,0.75,0.789,,15.859
7373451,K00881.02,Kepler-712 c,CONFIRMED,1,0,0,0,0,226.8904775,207.35971,0,,0.731,7.558,,3136.4,0.055361,1.95932,LS+MCMC,4.53,0.6732,89.76,236,0.73,174.7,5067,4.585,-0.08,0.75,0.789,,15.859
7377033,K00882.01,,FALSE POSITIVE,0,0,1,0,0,1.956811408,170.694208,0,,1.091,2.1958,,24905,0.327759,0.72779,LS+MCMC,21.58,0.0259,78.08,1109,357.16,5.28,5209,4.657,-1.24,0.603,0.602,,15.533
7380537,K00883.01,,CANDIDATE,0.997,0,0,0,0,2.688899233,170.1020904,0,,0.001,2.11275,,37491.6,0.172543,3.89722,LS+MCMC,12.04,0.0335,90,929,175.76,11.4204,4820,4.667,-0.4,0.639,0.699,,15.766
9479273,K00940.01,Kepler-734 b,CONFIRMED,1,0,0,0,0,6.104849417,169.573477,0,,0.041,4.6912,,2090.3,0.04092,0.56409,LS+MCMC,3.18,0.0583,89.78,784,89.25,10.3581,5085,4.584,-0.36,0.712,0.71,,15.017
9480189,K00941.01,Kepler-257 c,CONFIRMED,1,0,0,0,0,6.581477136,174.787814,0,,0.137,3.0896,,2318.9,0.042884,2.08376,LS+MCMC,4.56,0.0656,89.53,881,142.63,16.835,5188,4.4,0.32,0.973,0.868,,15.471
9480189,K00941.02,Kepler-257 b,CONFIRMED,1,0,0,0,0,2.382652873,170.66626,0,,0.682,1.8888,,705.4,0.025814,1.36794,LS+MCMC,2.74,0.0333,84.74,1237,553.53,7.43,5188,4.4,0.32,0.973,0.868,,15.471
9480189,K00941.03,Kepler-257 d,CONFIRMED,1,0,0,0,0,24.66461416,189.02031,0,,0.8,2.8579,,2398.8,0.050261,2.81619,LS+MCMC,5.34,0.1582,88.98,567,24.53,44.9,5188,4.4,0.32,0.973,0.868,,15.471
9512687,K00942.01,Kepler-735 b,CONFIRMED,1,0,0,0,0,11.51517167,174.85855,0,,0.311,2.006,,1357.4,0.033306,11.51706,LS+MCMC,2.9,0.0965,89.59,657,43.96,43.2,5177,4.59,0.21,0.798,0.91,,15.386
9513865,K00943.01,Kepler-736 b,CONFIRMED,1,0,0,0,0,3.601465336,171.99184,0,,0.021,2.2753,,777.7,0.024764,2.78265,LS+MCMC,2.31,0.0428,89.9,996,232.65,12.403,5052,4.48,0.16,0.855,0.805,,15.733
9595686,K00944.01,,CANDIDATE,1,0,0,0,0,3.108251172,170.244566,0,,0.9,2.5048,,1867.7,0.047945,0.27277,LS+MCMC,4.43,0.039,80.01,1096,340.69,5.18,5330,4.495,-0.08,0.847,0.819,,15.361
2166206,K01028.01,,FALSE POSITIVE,0,0,0,1,1,8.09695764,140.74216,0,,1.165,3.319,,283.5,0.182422,0.01755,LS+MCMC,34,0.0821,72.77,1197,484.58,3.93,5949,4.024,0.02,1.707,1.122,,13.295
2164169,K01029.01,Kepler-1732 b,CONFIRMED,1,0,0,0,0,32.3122867,133.867,0,,0.934,6.569,,677.8,0.02967,0.07872,LS+MCMC,4.84,0.2015,86.72,699,56.49,16.32,5821,4.108,0.04,1.494,1.043,,14.757
2574338,K01030.01,Kepler-1733 b,CONFIRMED,0.997,0,0,0,0,9.22961384,138.43961,0,,0.067,2.235,,492.1,0.020371,7.35865,LS+MCMC,2.79,0.0933,89.88,1021,257.11,32.12,6320,4.347,0.24,1.252,1.273,,15.399
2584163,K01031.01,Kepler-754 b,CONFIRMED,0.885,0,0,0,0,14.5598556,135.95038,0,,0.026,5.624,,290.6,0.015571,0.72319,LS+MCMC,1.64,0.116,89.93,758,78.26,20.086,5959,4.46,-0.16,0.966,0.983,,15.16
5899544,K01034.01,,FALSE POSITIVE,0,0,0,1,0,1.739428983,354.889074,0,,4.246,2.4894,,5897.4,3.315613,1.30666,LS+MCMC,268.65,0.0263,44.32,1268,612.49,5.93,5415,4.603,-0.34,0.742,0.806,,15.929
5963222,K01035.01,,FALSE POSITIVE,0,0,1,1,0,1.217266418,133.328666,0,,0.878,3.3208,,5811.5,0.081026,0.10288,LS+MCMC,14.49,0.0248,64.01,2378,7548.29,2.0048,6631,4.145,0.04,1.638,1.366,,13.371
5982353,K01036.01,,FALSE POSITIVE,0,0,1,0,0,19.56309252,134.3548284,0,,0.842,6.9547,,12992.2,0.118835,0.19682,LS+MCMC,23.76,0.1473,86.95,965,205.39,15.85,6208,3.959,-0.3,1.831,1.112,,11.115
3231341,K01102.04,Kepler-24 d,CONFIRMED,0.999,0,0,0,0,4.24439049,137.06643,0,,0.949,3.282,,174,0.015253,0.05258,LS+MCMC,2.07,0.0492,75.07,1305,686.99,3.69,5896,4.197,-0.36,1.24,0.884,,14.925
2860866,K01103.01,,CANDIDATE,1,0,0,0,0,90.1240507,356.23415,0,,0.698,11.649,,3020.3,0.053684,0.23661,LS+MCMC,7.12,0.427,89.14,485,13.09,46.7,6520,4.375,0.07,1.215,1.279,,14.96
2851100,K01104.01,,FALSE POSITIVE,0,0,1,1,0,0.890110752,133.2647,0,,0.216,0.8774,,321.5,0.016162,10.9848,LS+MCMC,1.25,0.0167,88.4,1372,838.42,7.72,4768,4.628,0.21,0.711,0.815,,15.723
3130300,K01105.01,,FALSE POSITIVE,0,0,0,1,0,5.76573396,133.30941,0,,0.708,2.924,,248,0.015428,0.75629,LS+MCMC,7.47,0.0745,86.31,1964,3518.78,10.99,5772,3.364,-0.48,4.434,1.657,,14.313
5735762,K00148.01,Kepler-48 b,CONFIRMED,1,0,0,0,0,4.77800306,124.061465,0,,0.02,2.7361,,473,0.019376,2.0886,LS+MCMC,1.85,0.0528,89.91,932,177.79,13.6091,5192,4.489,0.18,0.873,0.856,,13.04
3240158,K01106.01,Kepler-769 b,CONFIRMED,1,0,0,0,0,7.42608123,139.90039,0,,0.097,3.6379,,443.3,0.019228,1.36184,LS+MCMC,2.47,0.0778,89.65,1037,273.78,15.83,6049,4.353,0.16,1.176,1.14,,14.818
3240158,K01106.02,Kepler-769 c,CONFIRMED,0.989,0,0,0,0,15.9868932,137.5964,0,,0.533,4.158,,178.5,0.012587,1.19847,LS+MCMC,1.62,0.1297,88.79,803,98.51,25.3,6049,4.353,0.16,1.176,1.14,,14.818
3966912,K01186.01,,FALSE POSITIVE,0,0,1,1,0,55.6639167,156.35017,0,,1.298,23.546,,3414.4,0.366484,0.0029,LS+MCMC,34.14,0.2751,80.42,434,8.38,7.8,5587,4.528,-0.12,0.853,0.894,,15.593
3848972,K01187.01,,FALSE POSITIVE,0,0,1,0,0,0.741057213,131.947273,0,,1.26,1.05299,,1996.3,0.314771,0.47291,LS+MCMC,26.67,0.0152,58.26,1730,2128.29,2.39,5496,4.592,-0.24,0.776,0.869,,14.489
3860441,K01188.01,,FALSE POSITIVE,0,0,1,1,0,2.988085455,133.27252,0,,1.216,3.68,,802.8,0.246924,0.02011,LS+MCMC,21.81,0.0392,54.96,1101,348.05,2.12,5497,4.577,-0.1,0.809,0.907,,15.381
8394721,K00152.04,Kepler-79 e,CONFIRMED,0.976,0,0,0,0,81.0637895,139.53492,0,,0.584,3.001,,476,0.020793,14.84249,LS+MCMC,3.01,0.379,89.81,511,16.12,172.8,6198,4.237,-0.04,1.324,1.101,,13.914
3765771,K01189.01,,FALSE POSITIVE,0,0,1,1,0,2.783883492,133.227846,0,,1.255,2.4546,,903.9,0.286516,0.05072,LS+MCMC,67.17,0.0406,62.83,1934,3304.55,2.75,6028,3.835,-0.32,2.147,1.148,,14.216
3557341,K01190.01,,FALSE POSITIVE,0,1,0,0,1,0.393727296,178.587454,0,,1.228,3.02,,903.5,0.261231,0.25254,LS+MCMC,23.05,0.0101,15.47,2216,5746.51,1.274,5628,4.575,-0.22,0.808,0.903,,15.856
3859628,K01191.01,Kepler-1740 b,CONFIRMED,1,0,0,0,0,8.17242644,361.20157,0,,0.926,3.902,,864.3,0.033266,0.11427,LS+MCMC,3.29,0.0779,82.8,858,127.95,7.39,5705,4.499,-0.06,0.905,0.943,,15.24
8631160,K01271.01,,CANDIDATE,1,0,0,0,0,162.0479502,278.880573,0,,0.663,9.8974,,4840.5,0.067347,0.82549,LS+MCMC,11.52,0.6344,89.64,437,8.65,104.64,6309,4.16,0.12,1.567,1.294,,13.632
8806072,K01273.01,Kepler-802 b,CONFIRMED,0.927,0,0,0,0,40.05881661,169.91063,0,,0.819,5.595,,1239.4,0.03618,0.49325,LS+MCMC,3.43,0.2265,88.65,489,13.57,34.7,5668,4.545,-0.02,0.868,0.963,,14.862
8583696,K01275.01,Kepler-803 b,CONFIRMED,0.936,0,0,0,0,50.28635977,167.63351,0,,0.018,6.3212,,1119.3,0.030461,1.8368,LS+MCMC,3.88,0.2678,89.98,543,20.59,62.62,5900,4.309,0,1.167,1.012,,13.672
8804283,K01276.01,Kepler-1991 c,CONFIRMED,1,0,0,0,0,22.79020351,138.68515,0,,0.036,5.0394,,617.9,0.02233,1.60255,LS+MCMC,2.57,0.1528,89.94,634,38.27,35.303,5478,4.354,0.16,1.053,0.914,,14.766
6541920,K00157.04,Kepler-11 f,CONFIRMED,0.998,0,0,0,0,46.6856205,225.04604,0,,0.217,6.3794,,588.8,0.022055,1.51087,LS+MCMC,2.52,0.2472,89.78,513,16.41,55.84,5657,4.364,0,1.046,0.921,,13.709
8804283,K01276.02,Kepler-1991 b,CONFIRMED,1,0,0,0,0,13.26079792,139.0988,0,,0.22,3.912,,199.4,0.01276,1.80709,LS+MCMC,1.47,0.1065,89.51,760,78.79,25.61,5478,4.354,0.16,1.053,0.914,,14.766
8552565,K01277.01,,FALSE POSITIVE,0,0,1,1,1,1.061932545,133.850441,0,,0.713,2.1429,,133.6,0.011349,0.38294,LS+MCMC,2.29,0.0215,75.43,2508,9391.15,2.84,6134,3.975,-0.08,1.851,1.179,,12.953
10875245,K00117.03,Kepler-107 b,CONFIRMED,0.995,0,0,0,0,3.180027898,133.49863,0,,0.196,3.5797,,120.3,0.009989,0.5756,LS+MCMC,1.53,0.0439,88.34,1458,1066.86,6.751,5847,4.191,0.26,1.402,1.113,,12.487
4139816,K00812.04,Kepler-235 c,CONFIRMED,0.994,0,0,0,0,7.82502168,136.54995,0,,0.708,2.186,,520.8,0.022312,2.54508,LS+MCMC,1.2,0.0614,87.99,494,14.05,20.2,3950,4.754,-0.46,0.493,0.502,,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,1,0,0,0,0,3.895936525,170.527552,0,,0.524,2.3111,,8544.8,0.08689,2.31292,LS+MCMC,7.34,0.046,87.56,1005,241.62,12.29,5557,4.592,-0.3,0.774,0.866,,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,0.999,0,0,0,0,22.36646466,175.45862,0,,0.4,5.228,,986.8,0.028938,1.12517,LS+MCMC,2.32,0.1449,89.26,536,19.45,31,5395,4.615,-0.34,0.734,0.821,,15.583
4544670,K00815.01,,CANDIDATE,1,0,0,0,0,34.84398644,172.633252,0,,0.934,2.9315,,4523.6,0.080046,1.86832,LS+MCMC,7.61,0.1971,88.92,511,16.1,49.31,5509,4.482,-0.16,0.871,0.84,,15.684
4664847,K00816.01,Kepler-690 b,CONFIRMED,1,0,0,0,0,7.748094239,174.997206,0,,0.517,3.5957,,2472.1,0.046615,1.06292,LS+MCMC,5.52,0.081,88.02,964,204.39,15,5973,4.439,0.36,1.085,1.181,,15.67
4725681,K00817.01,Kepler-236 c,CONFIRMED,1,0,0,0,0,23.96793669,186.22182,0,,0.416,3.827,,1182.3,0.03141,3.03325,LS+MCMC,1.8,0.1322,89.47,329,2.77,45.2,3747,4.728,0.1,0.524,0.536,,15.414
11086270,K00124.01,Kepler-110 b,CONFIRMED,0.415,0,1,0,0,12.69104387,137.12594,0,,0.008,3.7727,,252.1,0.014487,2.08259,LS+MCMC,2.57,0.1072,89.98,1008,244.3,26.076,5869,4.024,-0.16,1.626,1.019,,12.935
7434875,K00884.01,Kepler-247 c,CONFIRMED,1,0,0,0,0,9.439459486,177.186096,0,,0.049,2.8979,,3036.1,0.048953,3.76657,LS+MCMC,4.16,0.0837,89.89,686,52.32,26.081,5097,4.597,0.21,0.779,0.891,,15.067
7434875,K00884.02,Kepler-247 d,CONFIRMED,0,1,0,0,0,20.47748843,178.66786,0,,0.497,2.8364,,1382.4,0.034376,5.64738,LS+MCMC,2.92,0.1402,89.43,530,18.65,50,5097,4.597,0.21,0.779,0.891,,15.067
7434875,K00884.03,Kepler-247 b,CONFIRMED,1,0,0,0,0,3.336123113,135.31623,0,,0.252,1.9616,,516.3,0.020396,3.61764,LS+MCMC,1.74,0.0418,88.88,970,209.79,12.86,5097,4.597,0.21,0.779,0.891,,15.067
7455287,K00886.01,Kepler-54 b,CONFIRMED,1,0,0,0,0,8.01078456,170.20739,0,,0.192,2.312,,1333.6,0.03347,5.73059,LS+MCMC,1.72,0.0616,89.59,453,9.9,26.89,3713,4.779,-0.12,0.47,0.484,,15.847
7455287,K00886.02,Kepler-54 c,CONFIRMED,1,0,0,0,0,12.07134205,143.45948,0,,0.014,4.3224,,759.2,0.025158,1.35939,LS+MCMC,1.29,0.0809,89.96,395,5.74,21.878,3713,4.779,-0.12,0.47,0.484,,15.847
7455287,K00886.03,Kepler-54 d,CONFIRMED,0.986,0,0,0,0,20.99587872,152.31554,0,,0.228,2.6333,,767.3,0.025412,9.69398,LS+MCMC,1.3,0.117,89.79,328,2.74,60.9,3713,4.779,-0.12,0.47,0.484,,15.847
9605514,K00945.01,Kepler-1666 b,CONFIRMED,1,0,0,0,0,25.8474958,188.874,0,,0.054,5.985,,537.4,0.021322,1.07914,LS+MCMC,2.4,0.1761,89.91,672,48.23,33.65,6297,4.448,-0.2,1.031,1.084,,15.083
9605514,K00945.02,Kepler-1666 c,CONFIRMED,0.999,0,0,0,0,40.715561,146.36485,0,,0.008,6.894,,680.9,0.023993,1.12551,LS+MCMC,2.7,0.2383,89.99,578,26.34,46.2,6297,4.448,-0.2,1.031,1.084,,15.083
8892910,K00132.01,,FALSE POSITIVE,0,0,1,0,0,10.81013273,132.95157,0,,0.948,4.4618,,6165.2,0.099512,0.18076,LS+MCMC,13.95,0.0993,84.76,985,222.68,10.375,6211,4.269,0,1.284,1.114,,13.794
9605514,K00945.03,,FALSE POSITIVE,0.137,1,0,0,0,66.789347,184.4713,0,,0.667,4.08,,358.5,0.018351,3.7817,LS+MCMC,2.07,0.3315,89.6,490,13.61,96.3,6297,4.448,-0.2,1.031,1.084,,15.083
9661877,K00946.01,,FALSE POSITIVE,0,0,1,1,1,20.42720701,176.71737,0,,0.956,3.447,,1273,0.042256,0.30427,LS+MCMC,4.42,0.1485,87.1,674,48.72,18.86,6014,4.494,-0.08,0.958,1.043,,15.163
9710326,K00947.01,Kepler-737 b,CONFIRMED,1,0,0,0,0,28.59914031,189.92667,0,,0.009,3.6567,,1585.1,0.036375,5.49136,LS+MCMC,1.83,0.1422,89.99,298,1.87,61.92,3755,4.781,-0.26,0.461,0.47,,15.19
9761882,K00948.01,Kepler-738 b,CONFIRMED,1,0,0,0,0,24.58716355,173.70572,0,,0.648,3.984,,907.5,0.028979,1.67641,LS+MCMC,2.37,0.1552,89.02,530,18.72,37.7,5474,4.605,-0.34,0.749,0.831,,15.598
6205468,K01037.01,,FALSE POSITIVE,0,0,1,1,1,3.7228551,179.30315,0,,0.911,12.8164,,2969.2,0.060156,0.005,LS+MCMC,5.67,0.0464,53.75,1118,368.33,1.5415,5873,4.547,-0.22,0.863,0.954,,15.513
8559644,K00139.02,Kepler-111 b,CONFIRMED,1,0,0,0,0,3.341799486,141.35472,0,,0.426,2.9254,,178.2,0.01238,0.88106,LS+MCMC,1.67,0.0451,86.96,1356,798.41,8.04,5873,4.293,0.18,1.235,1.092,,13.492
5802486,K01039.01,,FALSE POSITIVE,0,0,1,1,0,1.073917869,177.924088,0,,1.266,2.4305,,1926.6,0.315181,0.08958,LS+MCMC,33.01,0.0206,44.05,1794,2450.63,1.761,5962,4.479,-0.1,0.959,1.011,,15.686
5817553,K01040.01,,FALSE POSITIVE,0,1,0,1,1,4.206096814,136.44854,0,,1.239,10.7381,,1298.1,0.277993,0.00408,LS+MCMC,32.66,0.0531,37.52,1252,581.11,1.563,6306,4.426,-0.1,1.076,1.126,,14.081
5982368,K01041.01,,FALSE POSITIVE,0,0,1,1,1,19.56313723,369.11182,0,,0.908,6.8575,,5536,0.082732,0.10614,LS+MCMC,9.73,0.1398,85.97,706,58.71,12.901,5766,4.352,-0.02,1.077,0.952,,14.035
5816811,K01042.01,,FALSE POSITIVE,0,0,1,1,1,2.227718792,134.452638,0,,1.04,4.9699,,1039,0.0882,0.01339,LS+MCMC,8.88,0.0334,46.81,1400,906.46,1.52,6038,4.508,-0.22,0.922,1,,14.85
5816165,K01043.01,,FALSE POSITIVE,0,0,1,0,0,0.591914504,355.353791,0,,1.344,1.0225,,1057.7,0.380366,0.39555,LS+MCMC,27.21,0.0123,46.21,1646,1746.78,1.942,5122,4.659,-0.52,0.655,0.713,,15.643
3240158,K01106.03,,CANDIDATE,0.949,0,0,0,0,13.2298203,134.3757,0,,0.435,3.566,,157.8,0.011692,1.87738,LS+MCMC,1.5,0.1143,89.04,856,126.84,25.9,6049,4.353,0.16,1.176,1.14,,14.818
3228959,K01107.01,,FALSE POSITIVE,0,1,0,1,0,0.73094589,133.68876,0,,1.169,4.32,,250.2,0.184858,0.06136,LS+MCMC,17.12,0.0155,13.27,1922,3248.17,1.201,5901,4.553,-0.3,0.848,0.938,,15.401
3218908,K01108.01,Kepler-770 b,CONFIRMED,1,0,0,0,0,18.92537246,149.49558,0,,0.806,3.9835,,640.9,0.026104,0.64877,LS+MCMC,13.92,0.1694,88,1171,443.58,23.1,4941,3.317,0.4,4.885,1.808,,14.604
3218908,K01108.02,Kepler-770 c,CONFIRMED,0.993,0,0,0,0,1.475323222,131.83272,0,,0.136,2.3155,,154.9,0.011027,1.03038,LS+MCMC,5.88,0.0309,88.41,2740,13331.51,4.913,4941,3.317,0.4,4.885,1.808,,14.604
3218908,K01108.03,Kepler-770 d,CONFIRMED,1,0,0,0,0,4.15246118,134.57991,0,,0.639,2.5755,,223.4,0.01428,1.01229,LS+MCMC,7.62,0.0616,86.24,1941,3354.56,9.74,4941,3.317,0.4,4.885,1.808,,14.604
2837111,K01110.01,Kepler-771 b,CONFIRMED,0.995,0,0,0,0,8.7348852,135.0818,0,,0.314,4.49,,270.7,0.015161,0.73476,LS+MCMC,1.59,0.0843,88.75,890,148.62,14.36,5982,4.493,-0.04,0.96,1.047,,14.794
2837111,K01110.02,,FALSE POSITIVE,0.047,1,0,0,0,3.71840884,134.6575,0,,0.192,3.611,,77.2,0.008047,0.65134,LS+MCMC,0.84,0.0477,88.59,1184,464.19,7.81,5982,4.493,-0.04,0.96,1.047,,14.794
3644071,K01192.02,,FALSE POSITIVE,0,1,0,0,1,359.047933,295.76934,0,,0.002,16.637,,5622.7,0.067781,0.80064,LS+MCMC,7.76,0.9511,90,260,1.08,176.05,5609,4.346,-0.04,1.048,0.889,,14.215
3942446,K01193.01,,CANDIDATE,1,0,0,0,0,119.0624882,149.22223,0,,0.968,3.1188,,5372.3,0.103475,4.92398,LS+MCMC,10.4,0.4328,89.64,366,4.26,154.5,5697,4.392,-0.52,0.92,0.76,,15.289
3554031,K01194.01,Kepler-415 c,CONFIRMED,1,0,0,0,0,8.70798309,363.05638,0,,0.063,2.4904,,1419.6,0.033251,5.21951,LS+MCMC,2.01,0.0695,89.87,543,20.59,27.56,4362,4.722,-0.5,0.554,0.59,,15.842
3554031,K01194.02,,FALSE POSITIVE,0,0,0,1,0,14.8623076,354.57297,0,,0.324,3.161,,840,0.025982,3.66619,LS+MCMC,1.57,0.0993,89.47,454,10.08,34.98,4362,4.722,-0.5,0.554,0.59,,15.842
3554031,K01194.03,Kepler-415 b,CONFIRMED,0.999,0,0,0,0,4.17634276,352.99674,0,,0.142,2.335,,531.5,0.020401,2.86173,LS+MCMC,1.23,0.0426,89.41,694,54.8,13.82,4362,4.722,-0.5,0.554,0.59,,15.842
3644523,K01195.01,,FALSE POSITIVE,0,1,0,1,1,119.67747,415.4806,0,,1.283,32.274,,3254.1,0.347764,0.00217,LS+MCMC,36.8,0.4832,83.76,379,4.9,11.8,6075,4.486,-0.12,0.969,1.048,,15.933
3348082,K01196.01,,FALSE POSITIVE,0,0,0,1,1,3.98216698,135.52749,0,,0.775,2.396,,381.3,0.019666,0.72165,LS+MCMC,3.32,0.0495,84.74,1374,842.48,8.46,5570,4.066,0.16,1.548,1.019,,15.035
8609450,K01278.01,Kepler-282 d,CONFIRMED,1,0,0,0,0,24.8056775,145.07526,0,,0.007,6.148,,624.4,0.022674,0.96343,LS+MCMC,2.16,0.154,89.99,588,28.22,31.527,5600,4.455,-0.36,0.872,0.793,,15.204
8609450,K01278.02,Kepler-282 e,CONFIRMED,1,0,0,0,0,44.3471936,161.31738,0,,0.273,6.43,,791.7,0.025732,1.36005,LS+MCMC,2.45,0.2269,89.7,484,13,52.1,5600,4.455,-0.36,0.872,0.793,,15.204
8609450,K01278.03,Kepler-282 b,CONFIRMED,0.896,0,0,0,0,9.2207691,138.0072,0,,0.037,4.907,,140,0.010738,0.6798,LS+MCMC,1.02,0.0796,89.85,817,105.63,14.511,5600,4.455,-0.36,0.872,0.793,,15.204
8609450,K01278.04,Kepler-282 c,CONFIRMED,0.992,0,0,0,0,13.6396648,141.7301,0,,0.105,5.425,,162.7,0.011586,0.73488,LS+MCMC,1.1,0.1034,89.69,717,62.6,19.33,5600,4.455,-0.36,0.872,0.793,,15.204
8609450,K01278.05,,FALSE POSITIVE,0.174,1,0,0,0,203.250506,208.4914,0,,0.336,9.81,,238.9,0.014194,1.5917,LS+MCMC,1.35,0.626,89.87,292,1.71,151.5,5600,4.455,-0.36,0.872,0.793,,15.204
8628758,K01279.01,Kepler-804 b,CONFIRMED,1,0,0,0,0,14.37457572,138.20189,0,,0.035,4.7892,,335.8,0.016643,1.15872,LS+MCMC,1.94,0.1137,89.91,779,87.24,23.3,5768,4.358,-0.04,1.067,0.946,,13.749
8628758,K01279.02,Kepler-804 c,CONFIRMED,0.971,0,0,0,0,9.65188331,132.15947,0,,0.122,4.296,,103.2,0.009238,1.03417,LS+MCMC,1.08,0.0872,89.59,890,148.32,17.2,5768,4.358,-0.04,1.067,0.946,,13.749
4725681,K00817.02,Kepler-236 b,CONFIRMED,0.995,0,0,0,0,8.29561738,135.79284,0,,0.888,1.3421,,824.3,0.03178,4.18931,LS+MCMC,1.82,0.0652,87.95,469,11.39,24.8,3747,4.728,0.1,0.524,0.536,,15.414
4913852,K00818.01,Kepler-691 b,CONFIRMED,1,0,0,0,0,8.11437482,176.33968,0,,0.573,2.2736,,1558,0.037204,3.76716,LS+MCMC,2.1,0.0649,88.61,460,10.55,23.58,3692,4.753,0.28,0.517,0.553,,15.877
4932348,K00819.01,,FALSE POSITIVE,0,0,1,0,0,38.03672948,196.934947,0,,0.501,4.34617,,82871.6,0.27018,6.21385,LS+MCMC,27.5,0.2252,89.63,500,14.81,78.037,5575,4.521,0.36,0.932,1.051,,15.472
4936180,K00820.01,,FALSE POSITIVE,0,0,1,0,0,4.64090031,173.64638,0,,1.28,35.512,,2450.6,0.333559,0.00218,LS+MCMC,30.09,0.0503,19.01,1155,421.08,1.354,6463,4.5,-1.66,0.826,0.786,,15.27
10875245,K00117.04,Kepler-107 d,CONFIRMED,0.998,0,0,0,0,7.95825328,137.80219,0,,0.706,4.377,,50,0.006915,0.29918,LS+MCMC,1.06,0.0809,85.95,1074,314.15,10.01,5847,4.191,0.26,1.402,1.113,,12.487
5021899,K00821.01,Kepler-692 b,CONFIRMED,1,0,0,0,0,21.81295996,174.01085,0,,0.053,4.3791,,1175.4,0.030952,2.39175,LS+MCMC,3.38,0.1495,89.92,639,39.33,39.183,5601,4.41,0.08,0.999,0.934,,15.54
5077629,K00822.01,,FALSE POSITIVE,0,0,1,0,0,7.91936937,172.181092,0,,0.733,3.3148,,15148.1,0.121984,1.13074,LS+MCMC,10.34,0.0737,87.3,814,104,15.534,5690,4.588,-0.4,0.776,0.852,,15.805
7458762,K00887.01,Kepler-713 b,CONFIRMED,1,0,0,0,0,7.41113177,175.34754,0,,0.712,2.5242,,620.5,0.024438,1.56072,LS+MCMC,2.45,0.0748,87.54,905,158.11,16.55,5849,4.517,-0.02,0.919,1.014,,15.031
