kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_kepmag
10811496,K00753.01,,FALSE POSITIVE,0,0,1,0,0,19.89913995,175.850252,0,,0.969,1.7822,,10829,0.154046,7.29555,LS+MCMC,14.6,0.1419,88.96,638,39.3,53.5,5853,4.544,-0.18,0.868,0.961,,15.436
10848459,K00754.01,,FALSE POSITIVE,0,0,1,0,0,1.736952453,170.307565,0,,1.276,2.40641,,8079.2,0.387394,0.2208,LS+MCMC,33.46,0.0267,67.09,1395,891.96,3.278,5805,4.564,-0.52,0.791,0.836,,15.597
10854555,K00755.01,Kepler-664 b,CONFIRMED,1,0,0,0,0,2.525591777,171.59555,0,,0.701,1.6545,,603.3,0.024064,1.98635,LS+MCMC,2.75,0.0374,85.41,1406,926.16,8.75,6031,4.438,0.07,1.046,1.095,,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,1,0,0,0,0,11.09432054,171.20116,0,,0.538,4.5945,,1517.5,0.036779,0.67324,LS+MCMC,3.9,0.0992,88.11,835,114.81,16.36,6046,4.486,-0.08,0.972,1.053,,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,1,0,0,0,0,4.13443512,172.97937,0,,0.762,3.1402,,686,0.026133,0.37377,LS+MCMC,2.77,0.0514,83.72,1160,427.65,6.96,6046,4.486,-0.08,0.972,1.053,,15.714
9579641,K00115.03,,CANDIDATE,0.871,0,0,0,0,3.43591631,132.6624,0,,0.624,3.133,,23.2,0.004612,0.47024,LS+MCMC,0.55,0.0437,84.62,1272,617.61,6.65,5779,4.339,-0.06,1.087,0.941,,12.791
10872983,K00756.03,Kepler-228 b,CONFIRMED,0.992,0,0,0,0,2.56658897,179.55437,0,,0.755,2.429,,226.5,0.014983,0.48909,LS+MCMC,1.59,0.0374,82.17,1360,807.74,5.54,6046,4.486,-0.08,0.972,1.053,,15.714
5436502,K00834.01,Kepler-238 e,CONFIRMED,0.999,0,0,0,0,23.65369415,171.376107,0,,0.008,8.2183,,3341.8,0.05219,0.41907,LS+MCMC,7.89,0.1658,89.98,731,67.65,23.142,5739,4.191,0.3,1.384,1.083,,15.084
5436502,K00834.02,Kepler-238 d,CONFIRMED,0.996,0,0,0,0,13.23352214,140.32196,0,,0.014,6.7372,,504.6,0.020278,0.3884,LS+MCMC,3.06,0.1126,89.95,888,146.67,15.32,5739,4.191,0.3,1.384,1.083,,15.084
5436502,K00834.03,Kepler-238 c,CONFIRMED,0.997,0,0,0,0,6.15560285,134.81656,0,,0.235,4.9843,,285,0.015336,0.40662,LS+MCMC,2.32,0.0676,88.56,1146,406.94,9.34,5739,4.191,0.3,1.384,1.083,,15.084
5436502,K00834.04,Kepler-238 b,CONFIRMED,1,0,0,0,0,2.090811305,134.17462,0,,0.746,3.388,,115.9,0.010686,0.1588,LS+MCMC,1.62,0.0329,77.03,1642,1718.04,3.32,5739,4.191,0.3,1.384,1.083,,15.084
5436502,K00834.05,Kepler-238 f,CONFIRMED,0.989,0,0,0,0,50.4467417,178.5014,0,,0.379,7.159,,370.3,0.01767,0.97794,LS+MCMC,2.67,0.2747,89.57,568,24.64,50.9,5739,4.191,0.3,1.384,1.083,,15.084
9471974,K00119.01,Kepler-108 b,CONFIRMED,0.959,0,0,0,0,49.18394185,141.911924,0,,0.035,11.3364,,1646.2,0.036501,0.31666,LS+MCMC,8.2,0.2829,89.94,669,47.4,34.34,5626,3.907,0.36,2.057,1.247,,12.654
5456651,K00835.01,Kepler-239 b,CONFIRMED,1,0,0,0,0,11.76307164,180.93613,0,,0.048,2.9076,,1037.3,0.028519,4.37951,LS+MCMC,2.35,0.0954,89.91,616,33.99,31.76,4959,4.603,0.16,0.756,0.849,,15.208
7907423,K00899.03,Kepler-249 d,CONFIRMED,0.998,0,0,0,0,15.36845737,147.38965,0,,0.115,2.4714,,756.1,0.02471,9.06854,LS+MCMC,1.11,0.0922,89.86,332,2.86,48.38,3561,4.855,0,0.411,0.44,,15.234
7938496,K00900.01,Kepler-1730 b,CONFIRMED,1,0,0,0,0,13.81020318,172.33533,0,,0.791,3.048,,1309.7,0.036595,1.23716,LS+MCMC,4.56,0.1131,88.04,833,113.75,23.2,5942,4.327,-0.04,1.142,1.009,,15.425
8013419,K00901.01,,CANDIDATE,1,0,0,0,0,12.73262407,176.939054,0,,0.811,2.2083,,6465.7,0.082519,3.68779,LS+MCMC,4.87,0.0881,88.53,432,8.22,31.62,3950,4.721,-0.14,0.541,0.563,,15.75
8018547,K00902.01,,CANDIDATE,0.966,0,0,0,0,83.92494032,236.76334,0,,0.658,6.7904,,7958.7,0.086015,1.45972,LS+MCMC,4.78,0.3031,89.54,226,0.62,81.6,3960,4.746,-0.36,0.509,0.526,,15.754
8039892,K00903.01,Kepler-719 b,CONFIRMED,1,0,0,0,0,5.007316661,173.433997,0,,0.344,4.2362,,6932.3,0.077106,0.59565,LS+MCMC,6.96,0.0556,87.87,998,234.28,9.24,5865,4.563,-0.34,0.827,0.914,,15.813
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,0,1,0,0,0,33.80364366,202.259731,0,,0.023,11.4813,,13494.4,0.105539,0.25463,LS+MCMC,20.7,0.216,89.95,745,72.71,24.869,5855,3.999,0.16,1.796,1.174,,13.109
8150320,K00904.01,Kepler-55 d,CONFIRMED,1,0,0,0,0,2.211116989,170.150139,0,,0.69,1.6485,,724.2,0.026289,1.85398,LS+MCMC,1.85,0.0294,84.94,931,177.19,7.83,4500,4.656,-0.02,0.646,0.71,,15.791
8561063,K00961.02,Kepler-42 c,CONFIRMED,0,0,1,0,0,0.453287416,133.869741,0,,0.81,0.4445,,1461.5,0.046729,13.25728,LS+MCMC,0.76,0.0059,81.11,729,66.14,5.24,3292,5.215,-0.42,0.148,0.132,,15.92
8561063,K00961.03,Kepler-42 d,CONFIRMED,1,0,0,0,0,1.865114193,133.792344,0,,0.785,0.4279,,1124.8,0.040715,64.04739,LS+MCMC,0.66,0.0151,88.02,455,10.1,22.8,3292,5.215,-0.42,0.148,0.132,,15.92
10657664,K00964.01,,FALSE POSITIVE,0,0,1,0,0,3.273699006,171.2385098,0,,0.733,3.07626,,6862.8,0.08215,0.49173,LS+MCMC,22.36,0.0606,83.56,3060,20728.79,6.531,10816,4.086,0.07,2.493,2.76,,13.234
3337351,K00965.01,,FALSE POSITIVE,0,0,1,1,1,7.047103499,175.03337,0,,1.047,3.3208,,71318,0.458805,1.71458,LS+MCMC,51.86,0.0725,86.36,955,196.62,16.511,5730,4.417,0.18,1.035,1.018,,13.361
3233043,K00966.01,,FALSE POSITIVE,0,0,1,0,0,0.379463865,170.2480164,0,,1.246,0.86896,,1973.3,0.305894,0.78464,LS+MCMC,59.56,0.0099,46.6,3000,19256.81,1.814,5075,3.892,-0.06,1.783,0.905,,13.787
6579806,K00967.01,,FALSE POSITIVE,0,0,1,0,0,9.88047978,173.608672,0,,1.02,2.78458,,18541,0.235723,1.31266,LS+MCMC,23.6,0.0901,86.91,860,129.45,18.92,6113,4.512,-0.3,0.917,0.997,,15.212
3560301,K00968.01,,FALSE POSITIVE,0,1,0,0,0,4.6484156,261.09395,0,,0.968,38.1939,,128.4,0.013299,0.00095,LS+MCMC,5.06,0.0647,19.59,2259,6152.88,1.0276,6980,3.577,-0.42,3.482,1.671,,10.963
5880320,K01060.02,Kepler-758 c,CONFIRMED,0.758,0,0,0,0,4.75796103,137.69636,0,,0.621,4.66,,124.5,0.010702,0.20573,LS+MCMC,1.7,0.0547,84.31,1372,835.65,6.27,6021,4.093,-0.34,1.458,0.96,,14.348
5880320,K01060.03,Kepler-758 d,CONFIRMED,1,0,0,0,0,20.4972755,147.43894,0,,0.966,8.536,,242.9,0.018577,0.00972,LS+MCMC,2.96,0.1447,80.73,843,119.42,6,6021,4.093,-0.34,1.458,0.96,,14.348
5880320,K01060.04,Kepler-758 e,CONFIRMED,0.884,0,0,0,0,8.19345065,138.99617,0,,0.815,5.234,,115.4,0.010952,0.10554,LS+MCMC,1.74,0.0785,83.51,1144,405.75,7.21,6021,4.093,-0.34,1.458,0.96,,14.348
6037187,K01061.01,Kepler-759 b,CONFIRMED,1,0,0,0,0,41.8059544,142.81919,0,,0.029,6.057,,434.4,0.019015,1.67728,LS+MCMC,2.02,0.2329,89.97,533,19.02,53.71,5907,4.445,-0.16,0.973,0.961,,14.502
6147122,K01062.01,,FALSE POSITIVE,0,0,1,1,0,15.45158184,142.21096,0,,0.636,2.406,,85.3,0.008928,4.49762,LS+MCMC,2.02,0.1499,89.05,1285,643.83,38.4,7839,4.08,0.21,2.069,1.878,,11.798
8257407,K01063.01,,FALSE POSITIVE,0,0,1,0,0,89.69816853,176.3060152,0,,0.684,5.5418,,273106,0.590496,13.15835,LS+MCMC,102.08,0.387,89.78,554,22.33,177.54,6214,4.021,-0.58,1.583,0.959,,13.624
4649305,K00143.01,,CANDIDATE,0.983,0,0,0,0,22.65117451,140.337593,0,,0.925,3.6895,,2250,0.052355,0.4795,LS+MCMC,7.62,0.1721,87.74,855,126.57,23.52,6968,4.31,-0.1,1.333,1.333,,13.682
6307521,K01126.02,,FALSE POSITIVE,0,1,1,1,1,475.91706,588.8926,0,,1.222,22.86,,967.3,0.257403,0.00878,LS+MCMC,28.22,1.1377,88.52,221,0.56,47.2,5334,4.372,0.16,1.004,0.865,,15.259
6359320,K01127.01,Kepler-269 b,CONFIRMED,1,0,0,0,0,5.32667299,357.12617,0,,0.043,3.4045,,611.4,0.022482,1.2181,LS+MCMC,2.26,0.0601,89.8,1007,242.97,12.225,5831,4.517,0,0.921,1.016,,15.808
6359320,K01127.02,Kepler-269 c,CONFIRMED,1,0,0,0,0,8.1280933,358.68367,0,,0.357,3.727,,224.1,0.013795,1.1346,LS+MCMC,1.39,0.0796,88.71,875,138.51,15.82,5831,4.517,0,0.921,1.016,,15.808
3835670,K00149.01,Kepler-473 b,CONFIRMED,1,0,0,0,0,14.55730897,145.095012,0,,0.036,7.7643,,956.9,0.028038,0.28517,LS+MCMC,4.32,0.1186,89.86,879,141,14.7277,5774,4.159,0.14,1.412,1.048,,13.397
6359320,K01127.03,,CANDIDATE,1,0,0,0,0,2.83668931,353.81531,0,,0.33,3.031,,166.1,0.011852,0.762,LS+MCMC,1.19,0.0395,87.25,1242,562.48,6.87,5831,4.517,0,0.921,1.016,,15.808
6362874,K01128.01,Kepler-775 b,CONFIRMED,1,0,0,0,0,0.974868896,133.076265,0,,0.12,1.6191,,197.6,0.012716,2.01904,LS+MCMC,1.16,0.0187,88.53,1612,1605.87,4.664,5487,4.563,0,0.832,0.924,,13.507
6272413,K01129.01,Kepler-776 b,CONFIRMED,1,0,0,0,0,4.89721006,133.39852,0,,0.66,1.812,,274.4,0.015988,3.2136,LS+MCMC,1.48,0.0523,87.63,904,157.93,15.97,5093,4.483,0.08,0.847,0.794,,15.456
3556220,K01213.01,,FALSE POSITIVE,0,0,1,1,1,0.796722833,133.07985,0,,0.601,2.4551,,107.1,0.00991,0.29755,LS+MCMC,1.44,0.016,73.79,2401,7844.64,2.153,5959,4.121,-0.54,1.334,0.858,,13.379
3660924,K01214.01,Kepler-793 b,CONFIRMED,1,0,0,0,0,4.24153629,133.45522,0,,0.257,2.971,,188.1,0.012577,1.28761,LS+MCMC,1.44,0.0491,88.62,1177,452.95,10.7,5776,4.34,-0.24,1.047,0.875,,14.621
8030148,K00155.01,Kepler-474 b,CONFIRMED,1,0,0,0,0,5.660669429,137.416045,0,,0.477,4.6483,,737.8,0.02533,0.35934,LS+MCMC,3.24,0.0606,86.77,1115,365.53,8.47,5746,4.266,-0.08,1.173,0.927,,13.494
3939150,K01215.01,Kepler-277 b,CONFIRMED,1,0,0,0,0,17.32419108,142.09977,0,,0.764,8.045,,241.3,0.0155,0.08469,LS+MCMC,3.14,0.1385,86.03,964,204.1,11.03,5968,3.972,0.04,1.857,1.179,,13.42
3939150,K01215.02,Kepler-277 c,CONFIRMED,0.999,0,0,0,0,33.0063185,145.38821,0,,0.39,7.118,,278.1,0.015448,0.63651,LS+MCMC,3.13,0.2129,89.33,778,86.38,33.22,5968,3.972,0.04,1.857,1.179,,13.42
3839488,K01216.01,Kepler-794 b,CONFIRMED,1,0,0,0,0,11.13127159,134.36341,0,,0.01,4.2372,,211.2,0.013138,1.28479,LS+MCMC,2.06,0.1036,89.97,952,194.31,20.34,5800,4.202,0.4,1.435,1.195,,13.459
3542588,K01217.01,,FALSE POSITIVE,0,0,0,1,1,3.47143963,133.74061,0,,0.719,3.663,,99.8,0.009818,0.22044,LS+MCMC,1.19,0.0471,82.04,1358,805.05,5.2,6341,4.409,-0.06,1.111,1.154,,13.599
10676923,K01297.01,,FALSE POSITIVE,0,0,0,1,1,1.031096352,133.93938,0,,0.979,2.781,,265.4,0.020135,0.03773,LS+MCMC,2.36,0.0207,40.38,2020,3954.46,1.2847,6371,4.426,-0.18,1.072,1.117,,15.131
10604335,K01298.01,Kepler-283 b,CONFIRMED,1,0,0,0,0,11.00817635,143.22611,0,,0.025,2.013,,1462.5,0.033903,12.57304,LS+MCMC,2.15,0.0816,89.97,488,13.39,43.185,4141,4.684,-0.2,0.582,0.596,,15.847
10604335,K01298.02,Kepler-283 c,CONFIRMED,0,0,1,0,0,92.7495777,173.27975,0,,0.019,5.506,,1105.1,0.029388,5.1101,LS+MCMC,1.87,0.3378,89.99,240,0.78,132.45,4141,4.684,-0.2,0.582,0.596,,15.847
10864656,K01299.01,Kepler-432 b,CONFIRMED,0.981,0,0,0,0,52.5008645,171.52114,0,,0.11,14.9066,,946.7,0.027341,0.14258,LS+MCMC,12.41,0.3035,89.77,812,102.94,27.49,4976,3.331,-0.04,4.157,1.352,,12.183
10555375,K00158.01,,FALSE POSITIVE,0,0,0,1,1,5.80181368,137.57807,0,,0.967,4.119,,269.6,0.019721,0.0266,LS+MCMC,4.52,0.0665,74.49,1491,1168.82,3.62,6020,3.86,-0.24,2.097,1.162,,13.752
10975146,K01300.01,Kepler-808 b,CONFIRMED,1,0,0,0,0,0.63133171,133.94488,0,,0.726,1.1487,,434.5,0.020758,1.45293,LS+MCMC,1.2,0.0116,76.59,1322,726.72,3.13,4441,4.71,-0.98,0.53,0.526,,14.285
10538176,K01301.01,Kepler-284 b,CONFIRMED,1,0,0,0,0,12.69905011,184.9868,0,,0.663,2.9899,,797.4,0.027241,1.93518,LS+MCMC,2.62,0.1019,88.51,686,52.55,25.5,5291,4.489,0.14,0.882,0.875,,15.824
10724369,K01302.01,Kepler-809 b,CONFIRMED,1,0,0,0,0,55.6391882,187.55044,0,,0.811,7.316,,853,0.029803,0.30567,LS+MCMC,3.13,0.2901,88.74,478,12.33,36.8,5949,4.493,0,0.962,1.05,,14.755
10867062,K01303.01,,CANDIDATE,0.998,0,0,0,0,34.2966363,143.66728,0,,0.711,19.718,,696.6,0.025847,0.01541,LS+MCMC,3.29,0.2003,85.86,584,27.6,9.86,5490,4.263,0.14,1.167,0.911,,14.965
10744335,K01304.01,Kepler-810 b,CONFIRMED,0.984,0,0,0,0,4.59726613,136.47837,0,,0.033,2.909,,313,0.016167,1.65508,LS+MCMC,1.69,0.055,89.85,1105,352.4,12.27,5999,4.494,-0.06,0.959,1.045,,15.803
10730034,K01305.01,Kepler-285 b,CONFIRMED,1,0,0,0,0,2.633852528,134.56431,0,,0.204,2.0206,,259.8,0.014432,2.65689,LS+MCMC,1.38,0.0349,88.82,1131,387.43,9.91,5114,4.463,0.16,0.878,0.817,,15.173
10730034,K01305.02,Kepler-285 c,CONFIRMED,0.978,0,0,0,0,6.18670882,136.63308,0,,0.013,2.909,,202.6,0.01265,2.20428,LS+MCMC,1.21,0.0617,89.95,851,123.96,16.46,5114,4.463,0.16,0.878,0.817,,15.173
10973814,K01307.02,Kepler-287 b,CONFIRMED,1,0,0,0,0,20.34237838,137.6952,0,,0.826,2.3351,,564.6,0.024633,3.01493,LS+MCMC,2.88,0.1422,88.83,667,46.93,40.4,5514,4.345,0.16,1.071,0.926,,14.775
10586208,K01308.01,Kepler-811 b,CONFIRMED,1,0,0,0,0,23.58444746,145.95798,0,,0.711,5.5545,,429.2,0.020294,0.45557,LS+MCMC,3,0.1583,88.28,730,66.96,23.75,5655,4.152,0,1.354,0.947,,13.971
10854768,K01309.01,Kepler-812 b,CONFIRMED,1,0,0,0,0,10.1171684,137.44489,0,,0.296,4.6677,,288.7,0.015702,0.77147,LS+MCMC,3.07,0.1024,88.95,1163,433.41,16.1,6306,4.077,0.24,1.792,1.399,,13.832
10964440,K01310.01,Kepler-813 b,CONFIRMED,1,0,0,0,0,19.12947603,139.4353,0,,0.861,3.9622,,451.2,0.022649,0.43831,LS+MCMC,4.23,0.1439,87.58,817,105.25,20.4,5372,4.007,0.46,1.71,1.084,,14.569
10964440,K01310.02,,CANDIDATE,0.913,0,0,0,0,144.688915,256.343,0,,0.087,9.468,,397.1,0.017821,1.49933,LS+MCMC,3.33,0.5544,89.96,416,7.09,118.4,5372,4.007,0.46,1.71,1.084,,14.569
4275739,K01317.01,,FALSE POSITIVE,0,0,1,0,0,2.171827838,355.083686,0,,1.323,3.2205,,42086,0.601913,0.46165,LS+MCMC,58.56,0.0322,74.22,1311,698.31,4.86,5650,4.513,-0.02,0.891,0.944,,15.58
4070376,K01318.01,,FALSE POSITIVE,0,0,1,0,0,1.634614356,133.96855,0,,1.229,3.4422,,19761.5,0.417475,0.1674,LS+MCMC,44.22,0.0272,64.64,1611,1597.73,2.87,6121,4.468,-0.22,0.97,1.001,,15.31
4078157,K01319.01,,FALSE POSITIVE,0.002,0,1,0,0,16.02501898,367.693328,0,,13.239,3.8828,,29090,12.407403,23.188,LS+MCMC,1069.01,0.1187,78.78,657,44.01,68,5776,4.582,-0.42,0.789,0.879,,15.484
4164994,K01320.01,Kepler-816 b,CONFIRMED,1,0,0,0,0,10.50682978,360.082152,0,,0.407,3.7769,,13355.5,0.105491,1.78859,LS+MCMC,9.01,0.0895,88.93,668,47.21,21.85,5127,4.589,0.12,0.782,0.872,,15.95
4480676,K01321.01,,FALSE POSITIVE,0,0,1,0,0,0.711966971,134.223486,0,,1.268,2.0221,,6227.5,0.367816,0.2555,LS+MCMC,33.34,0.0141,48.11,1855,2808.98,1.899,5486,4.47,-0.44,0.83,0.741,,15.469
4372768,K01327.01,,FALSE POSITIVE,0,0,1,1,1,15.6402515,359.07991,0,,1.167,6.222,,800.3,0.200775,0.01299,LS+MCMC,18.11,0.1123,77.78,640,39.55,5.52,5346,4.491,-0.24,0.826,0.771,,15.908
4074736,K01328.01,,CANDIDATE,0.909,0,0,0,0,80.9669561,160.97672,0,,0.007,2.5276,,4733,0.062648,50.74043,LS+MCMC,5.04,0.3412,90,364,4.14,260,5611,4.61,-0.5,0.737,0.824,,15.671
4072526,K01329.01,Kepler-819 b,CONFIRMED,0.995,0,0,0,0,33.1996355,153.66086,0,,0.017,5.022,,1112.5,0.029607,2.41276,LS+MCMC,2.85,0.1894,89.98,485,13.09,52,5102,4.463,0.18,0.88,0.819,,15.03
4150539,K01330.01,,FALSE POSITIVE,0,0,1,1,1,8.65306587,134.30886,0,,1.222,4.486,,1048.1,0.261014,0.02659,LS+MCMC,19.78,0.0726,74.99,633,37.94,4.72,4641,4.589,-0.12,0.694,0.682,,15.703
4150539,K01330.02,,FALSE POSITIVE,0,0,0,1,1,94.219289,196.1952,0,,0.173,24.312,,1025.9,0.028332,0.05762,LS+MCMC,2.15,0.3569,89.67,285,1.57,30.01,4641,4.589,-0.12,0.694,0.682,,15.703
4150624,K01334.02,,FALSE POSITIVE,0,1,0,1,1,94.225938,196.1319,0,,0.213,22.08,,530.4,0.020742,0.07349,LS+MCMC,1.93,0.4014,89.63,348,3.48,32.55,5421,4.564,0.21,0.852,0.969,,15.454
4155328,K01335.01,Kepler-820 b,CONFIRMED,1,0,0,0,0,127.8334997,293.41845,0,,0.416,10.914,,1829.9,0.039937,0.71826,LS+MCMC,9.46,0.5829,89.72,554,22.21,85.3,6505,3.973,0.36,2.17,1.613,,13.968
4077526,K01336.01,Kepler-58 b,CONFIRMED,1,0,0,0,0,10.21864532,136.8622,0,,0.416,3.802,,445.3,0.019663,1.2684,LS+MCMC,2.33,0.0927,88.76,920,169.13,19.13,6100,4.376,-0.12,1.083,1.017,,14.82
4077526,K01336.02,Kepler-58 c,CONFIRMED,1,0,0,0,0,15.573637,132.44282,0,,0.946,5.326,,468.1,0.02484,0.05472,LS+MCMC,2.94,0.1228,83.89,799,96.38,8.89,6100,4.376,-0.12,1.083,1.017,,14.82
4077526,K01336.03,Kepler-58 d,CONFIRMED,1,0,0,0,0,40.1015561,132.71244,0,,0.868,5.246,,550,0.024714,0.38042,LS+MCMC,2.92,0.2307,88.44,583,27.31,31.9,6100,4.376,-0.12,1.083,1.017,,14.82
10271806,K00733.01,Kepler-224 c,CONFIRMED,1,0,0,0,0,5.924993927,169.71629,0,,0.848,2.8874,,1608.1,0.042444,0.46869,LS+MCMC,3.15,0.0579,84.9,758,77.91,9.55,5016,4.641,-0.34,0.679,0.743,,15.644
10271806,K00733.02,Kepler-224 d,CONFIRMED,1,0,0,0,0,11.34934848,134.31805,0,,0.398,3.1101,,1249.8,0.03229,2.75302,LS+MCMC,2.39,0.0893,89.14,610,32.75,26.56,5016,4.641,-0.34,0.679,0.743,,15.644
10271806,K00733.03,Kepler-224 b,CONFIRMED,1,0,0,0,0,3.13295351,135.67494,0,,0.135,2.2207,,435.2,0.018691,2.49482,LS+MCMC,1.39,0.0379,89.29,937,181.84,10.9,5016,4.641,-0.34,0.679,0.743,,15.644
10271806,K00733.04,Kepler-224 e,CONFIRMED,1,0,0,0,0,18.64349986,141.62687,0,,0.774,1.8491,,813.4,0.028845,7.73229,LS+MCMC,2.14,0.1243,89.15,517,16.91,52.2,5016,4.641,-0.34,0.679,0.743,,15.644
10272442,K00734.01,Kepler-657 b,CONFIRMED,1,0,0,0,0,24.5434566,187.92215,0,,0.042,7.2518,,1151.3,0.031008,0.59382,LS+MCMC,3.08,0.1654,89.91,616,34.07,26.641,5955,4.52,-0.16,0.91,0.999,,15.344
10358759,K00738.02,Kepler-29 c,CONFIRMED,1,0,0,0,0,13.28689997,172.11932,0,,0.017,3.2825,,1039.6,0.029278,3.45528,LS+MCMC,2.78,0.1087,89.97,715,61.8,31.83,5730,4.545,-0.06,0.87,0.968,,15.282
10386984,K00739.01,Kepler-658 b,CONFIRMED,0.999,0,0,0,0,1.287076693,169.815491,0,,0.003,1.4942,,729.4,0.024255,3.53741,LS+MCMC,1.39,0.0188,89.98,871,135.97,6.766,3736,4.724,0.12,0.525,0.533,,15.488
10395381,K00740.01,Kepler-659 b,CONFIRMED,1,0,0,0,0,17.6717714,186.3704,0,,0.86,3.4202,,918.6,0.032562,0.69543,LS+MCMC,2.44,0.1204,87.81,513,16.38,22.6,4869,4.636,-0.16,0.687,0.767,,15.556
10418797,K00741.01,,FALSE POSITIVE,0,0,1,0,0,23.35534139,169.8339432,0,,0.842,4.60672,,38524,0.218013,1.37338,LS+MCMC,21.55,0.1611,88.58,601,30.96,34.085,5754,4.534,0.07,0.905,1.021,,15.278
10419211,K00742.01,,FALSE POSITIVE,0,0,1,0,0,11.52144606,170.839688,0,,2.483,3.6399,,17984.3,1.625358,1.27376,LS+MCMC,150.51,0.0978,83.13,753,75.88,20.75,5795,4.554,-0.2,0.848,0.938,,15.472
10583180,K00748.01,,FALSE POSITIVE,0,0,1,1,1,2.696370652,170.73769,0,,0.044,3.6129,,397.9,0.017673,0.51471,LS+MCMC,1.58,0.0349,89.56,1066,305.34,5.827,4989,4.504,0.1,0.819,0.781,,15.269
10601284,K00749.01,Kepler-226 c,CONFIRMED,1,0,0,0,0,5.349553819,171.80694,0,,0.092,3.0278,,831,0.025706,1.73782,LS+MCMC,2.55,0.0563,89.62,919,168.99,13.8015,5185,4.44,0.16,0.91,0.831,,15.416
10601284,K00749.02,Kepler-226 b,CONFIRMED,0.98,0,0,0,0,3.94105221,136.08662,0,,0.226,2.5984,,363.3,0.017105,1.85636,LS+MCMC,1.7,0.046,88.88,1018,253.15,11.51,5185,4.44,0.16,0.91,0.831,,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,0.971,0,0,0,0,8.10904807,132.8031,0,,0.025,3.596,,217.4,0.013127,1.5302,LS+MCMC,1.3,0.0743,89.92,800,97.03,17.46,5185,4.44,0.16,0.91,0.831,,15.416
10662202,K00750.01,Kepler-662 b,CONFIRMED,1,0,0,0,0,21.67699193,171.53594,0,,0.896,3.4555,,857.2,0.032666,0.60007,LS+MCMC,2.95,0.1408,87.91,530,18.64,24.6,4954,4.5,0.18,0.828,0.791,,15.377
10910878,K00757.01,Kepler-229 c,CONFIRMED,1,0,0,0,0,16.06864674,173.621937,0,,0.052,3.5347,,4914.3,0.062161,3.6659,LS+MCMC,5.76,0.1158,89.92,600,30.75,36.85,5031,4.485,0.16,0.848,0.801,,15.841
10910878,K00757.02,Kepler-229 d,CONFIRMED,0.992,0,0,0,0,41.19725502,165.00404,0,,0.045,4.6297,,2213.9,0.041693,3.9471,LS+MCMC,3.86,0.217,89.96,439,8.76,70.75,5031,4.485,0.16,0.848,0.801,,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,1,0,0,0,0,6.252962249,171.30126,0,,0.105,2.5819,,1036.9,0.028604,3.28707,LS+MCMC,2.65,0.0617,89.68,823,108.3,18.94,5031,4.485,0.16,0.848,0.801,,15.841
10987985,K00758.01,Kepler-665 b,CONFIRMED,1,0,0,0,0,16.01308419,176.3608,0,,0.799,3.2554,,1121.9,0.034369,1.10942,LS+MCMC,3.1,0.1148,88.14,593,29.31,24.7,5015,4.499,0.1,0.826,0.785,,15.39
11018648,K00759.01,Kepler-230 b,CONFIRMED,1,0,0,0,0,32.62876672,194.1019,0,,0.021,4.7971,,1804.8,0.03852,2.79093,LS+MCMC,3.36,0.1889,89.98,506,15.55,53.95,5586,4.56,-0.3,0.798,0.844,,15.082
11018648,K00759.02,Kepler-230 c,CONFIRMED,0.978,0,0,0,0,91.7732862,193.8378,0,,0.606,6.473,,652,0.02432,1.60558,LS+MCMC,2.12,0.3764,89.61,359,3.92,89.4,5586,4.56,-0.3,0.798,0.844,,15.082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,1,0,0,0,0,4.959319244,172.2585292,0,,0.831,2.22739,,9802,0.103379,1.46169,LS+MCMC,12.21,0.0565,86.15,1103,349.4,12.386,5712,4.359,0.1,1.082,0.976,,15.263
5456651,K00835.02,Kepler-239 c,CONFIRMED,0.878,0,0,0,0,56.2279271,132.29259,0,,0.7,3.57,,862.7,0.028683,4.47051,LS+MCMC,2.37,0.2707,89.56,366,4.22,90.7,4959,4.603,0.16,0.756,0.849,,15.208
5481416,K00836.01,,FALSE POSITIVE,0,0,1,1,1,2.384052875,171.58362,0,,1.178,3.0918,,1268.1,0.222925,0.03902,LS+MCMC,17.06,0.0308,58.76,1010,244.87,2.27,4794,4.58,-0.22,0.701,0.683,,15.836
5531576,K00837.01,Kepler-240 c,CONFIRMED,1,0,0,0,0,7.953547,174.66224,0,,0.3,2.6312,,875.4,0.026448,3.48717,LS+MCMC,2.25,0.0712,89.24,696,55.37,22.68,4768,4.536,0.18,0.779,0.759,,15.66
